number,namefrom_station_code,type,zonefrom_station_code,from_station_code,from_station_name,to_station_code,to_station_name,departure,arrival,duration_h,duration_m,distance,return_train,sleeper,third_ac,second_ac,first_ac,first_class,chair_car,code,namecode,zonecode,state,address,latitude,longitude
12826,Jharkhand Sampark Kranti Express,SKr,SER,NDLS,NEW DELHI,RNC,RANCHI,07:10:00,04:55:00,21.0,45.0,1309.0,12825,1,1,1,0,0,0,VZPH,Vazeerpur Halt,NER,Uttar Pradesh,"Lilhar Mudia Link Rd, Uttar Pradesh",79.86398899999999,28.148542000000003
12857,Tamralipta Express,SF,SER,HWH,HOWRAH JN,DGHA,Digha Flag Station,06:40:00,10:00:00,3.0,20.0,189.0,12858,0,0,0,0,0,1,YFP,YUSUFPUR,NER,Uttar Pradesh,"MDR 94E, Uttar Pradesh",83.74868400000001,25.639006
52401,Ratangarh Sardarshahar Passenger,Pass,NWR,RTGH,Ratangarh Junction,SRDR,Sardarshahr,07:15:00,08:50:00,1.0,35.0,46.0,52402,0,0,0,0,0,0,KSJF,Kasganj Mg,NER,Uttar Pradesh,"Kasganj, Uttar Pradesh",78.64517,27.801268
12950,K SANTRAGANCHI - PORBANDAR Kavi Guru SF Exp,SF,WR,SRC,SANTRAGACHI JN,PBR,PORBANDAR,21:25:00,21:00:00,47.0,35.0,2658.0,12949,1,1,1,0,0,0,AGY,AGORI KHAS,NCR,Uttar Pradesh,"State Highway 5, Uttar Pradesh",83.056105,24.59896
18001,Kandari Express,Exp,SER,HWH,HOWRAH JN,DGHA,Digha Flag Station,14:15:00,17:50:00,3.0,35.0,189.0,18002,0,0,0,0,0,1,JNU,JAUNPUR JN,NR,Uttar Pradesh,"Jaunpur, Uttar Pradesh",82.69969599999999,25.762849
52244,AISHBAGH - PILIBHIT PASSENGER,Pass,NER,ASSH,AISHBAGH,PBE,PILIBHIT JN,11:40:00,23:20:00,11.0,40.0,316.0,52243,0,0,0,0,0,0,BXLL,BILLI,ECR,Uttar Pradesh,"Obra, Uttar Pradesh",83.011944,24.453381
41021,Chennai Beach Velachery EMU,MEMU,SR,MSB,CHENNAI BEACH,VLCY,Velachery,07:35:00,08:15:00,0.0,40.0,18.0,,0,0,0,0,0,0,BEJ,Beniganj,NR,Uttar Pradesh,"Sitapur, Uttar Pradesh",80.440599,27.299916
51189,ITARSI - ALLAHABAD Passenger,Pass,CR,ET,ITARSI JN,ALD,ALLAHABAD JN,08:30:00,10:05:00,25.0,35.0,612.0,51190,0,0,0,0,0,0,SPB,Sonekpur Halt,NR,Uttar Pradesh,"Bilari, Uttar Pradesh",78.69314200000001,28.630277
47167,Falaknuma Lingampalli MMTS,Hyd,SCR,FM,KACHEGUDA FALAKNUMA,LPI,LINGAMPALLI,19:35:00,20:55:00,1.0,20.0,37.0,,0,0,0,0,0,0,PQN,Pariawan Kalakankar Road,NR,Uttar Pradesh,"Pwn Klaknder Rd, Uttar Pradesh",81.368601,25.825794
51261,Amravati Wardha Passenger,Pass,WCR,AMI,Amravati,WR,WARDHA JN,15:15:00,18:05:00,2.0,50.0,101.0,51262,0,0,0,0,0,0,BEM,Budaun,NER,Uttar Pradesh,"Badaun, Uttar Pradesh",79.1360237,28.0274922
51673,ITARSI - SATNA Passenger,Pass,CR,ET,ITARSI JN,STA,SATNA,04:00:00,12:40:00,8.0,40.0,434.0,51674,0,0,0,0,0,0,MOTA,MOTA,NCR,Uttar Pradesh,"Mota, Uttar Pradesh",79.2537294641,27.2889777447
52451,Shivalik Deluxe Express,Exp,NR,KLK,Kalka,SML,Shimla,05:30:00,10:15:00,4.0,45.0,96.0,52452,0,0,0,0,0,1,NOH,Nigohi,NER,Uttar Pradesh,"Nigohi, Uttar Pradesh",79.8785035535,28.0989194076
52452,Shivalik Deluxe Express,Exp,NR,SML,Shimla,KLK,Kalka,17:40:00,22:25:00,4.0,45.0,96.0,52453,0,0,0,0,0,1,AIH,ALAWALPUR I PUR,NR,Uttar Pradesh,"Alawalpur, Uttar Pradesh",77.27163889890001,29.0477960432
52457,Kalka Shimla Passenger,Pass,NR,KLK,Kalka,SML,Shimla,04:00:00,09:20:00,5.0,20.0,96.0,52456,0,0,0,0,1,0,BYH,BHITI,NER,Uttar Pradesh,"Handia, Uttar Pradesh",82.261348,25.333548
54005,Delhi Bhiwani Passenger,Pass,NR,DLI,OLD DELHI,BNW,Bhiwani,04:40:00,08:15:00,3.0,35.0,119.0,,0,0,0,0,0,0,RJK,RAJA KA SAHASPUR,NR,Uttar Pradesh,"Bilari, Uttar Pradesh",78.780097,28.626216
55611,Fakiragram Kamakhya Passenger,Pass,NFR,FKM,FAKIRAGRAM JN,KYQ,KAMAKHYA,11:00:00,16:25:00,5.0,25.0,214.0,55612,0,0,0,0,0,0,TJD,TAJPUR DEHMA,NER,Uttar Pradesh,"Gosalpur Rd, Uttar Pradesh",83.92969,25.728138
56723,Madurai Rameswaram Passenger,Pass,SR,MDU,MADURAI JN,RMM,RAMESWARAM,06:15:00,10:05:00,3.0,50.0,161.0,56722,0,0,0,0,0,0,DHE,Dodhi,NER,Uttar Pradesh,"Dodhi, Uttar Pradesh",82.998947,25.604879
57429,Tirupati Gudur Passenger,Pass,SCR,TPTY,TIRUPATI MAIN,GDR,GUDUR JN,06:30:00,09:10:00,2.0,40.0,93.0,57430,0,0,0,0,0,0,BRDV,Baradev,NR,Uttar Pradesh,"State Highway 38, Uttar Pradesh",80.4119287744,26.7017793648
57447,Secunderabad Mahbubnagar Passenger,Pass,SCR,SC,SECUNDERABAD JN,MBNR,MAHBUBNAGAR,12:50:00,15:50:00,3.0,0.0,113.0,57448,0,0,0,0,0,0,MKHI,Makhi,NR,Uttar Pradesh,"Unnao, Uttar Pradesh",80.46113700000001,26.661427
67295,Rajahmundry Visakhapatnam Pass,Pass,?,RJY,RAJAMUNDRY,VSKP,VISHAKAPATNAM,11:15:00,16:35:00,5.0,20.0,201.0,67296,0,0,0,0,0,0,KZA,KHADA,NER,Uttar Pradesh,"Khadda Katai Bharpurva Bandh, Uttar Pradesh",83.868376,27.182926
